,Topic,Count,Name,Representation,Representative_Docs
27,26,101,26_羽绒服_穿搭_还穿_穿短袖,"['羽绒服', '穿搭', '还穿', '穿短袖', '裙子', '还开', '太夸张', '短袖', '空调', '吹风扇']","['天气热 这么快， 还没空调，昨天穿长袖衬衫差点热晕过去，翻腾 半小时，找出一件十 前 Polo衫（老板特意叮嘱， 穿无领T恤影响客户信任度），穿上还 那么合身， 得  这身材这体重这身高 真他酿稳定 镜子  自己 一如既往 高富帅（商场同款穿衣镜美颜效果 一般', '. . 强行入秋，     吧其实  瘦 点 想 穿收身 衣服，还好 有空调前阵子拍过 多色高领针织，薄+显瘦+弹力巨大 对内衣有 求 其实 西裤来 ，谁  可以配军靴军靴 旧物，貌似今 火 起来 \ue627穿搭 \ue627每 穿搭  OOTD[ ]', '✨通勤穿搭天花板｜ 分钟搞定干练优雅通勤妆造✨宝子们 这套「灰粉狙击手」穿搭 给 锁死  用力过猛 轻熟感拿捏得刚刚好，会议室到咖啡厅 能slay全场，三分钟 能出门 王者配置快收藏～👔 浅灰飘带衬衫 行走 空调房战袍这件无袖衬衫简直 高温天 救']"
28,27,97,27_这天气_这个天气_这种天气_离谱,"['这天气', '这个天气', '这种天气', '离谱', '天气', '住啦', '天气开始热', '显示', '什么鬼天气', '度开']","['这天气，    蹭空调', '？这天气 开 空调？', '那些人那些事前几天下雨阴天 天气很凉爽 昨天下午开始热起来  依旧如此 本来早上还有点凉 中午 出大太阳  可惜手机还 显示 度 但  空调已经显示 度  然后 们这个  面向太阳  会很热 午休结束   问隔壁    开空调 因为确实有点热 然后 开  LYP 坐 住啦 她去 隔']"
29,28,90,28_好冷_三件衣服_短袖_穿羽绒服,"['好冷', '三件衣服', '短袖', '穿羽绒服', '空调好冷', '空调冷得', '卫衣', '袜子', '毛毯', '长袖']","['公司有一件工服 外套，类似校服 材质 因为冬天 开空调有点热，所以一到  脱掉厚外套换上 工服外套，每次 感觉自己像牛马给自己套鞍', '一些近期😽 ⃣️ 真 很怕冷， 地铁商场空调简直  命 这个围巾设计很讨巧，用作披肩  太方便 当然 ，这  爱总之前上班逛各大app还倍感骄傲 理由👍🏻 ⃣️ ⃣️ ⃣️这两天生理期+感冒，想 吃 下饭  吃 ，没有药 能撑住 结果  他   身边 做  什么，但 真 觉', '座位 对 中央空调口，风大而且至少比其他座位低两三度 每次坐  直接披上冬天 卫衣，为 挡头上 风还经常戴上兜帽形象 什么 存  ，自己舒服最重']"
30,29,88,29_穿搭_可以穿_gizuna_宝宝可以放,"['穿搭', '可以穿', 'gizuna', '宝宝可以放', '空调比较冷', '复古格子衬衫', '夏天出门可以当防晒衣', '开衫', '款式', 'jj']","['JJ GIZUNA 复古格子衬衫  正文春秋可以直接穿，夏天出门可以当防晒衣， 空调比较冷 宝宝可以放 穿', 'JJ GIZUNA 复古格子衬衫 春秋可以直接穿，夏天出门可以当防晒衣， 空调比较冷 宝宝可以放 穿', 'JJ GIZUNA 复古格子衬衫 春秋可以直接穿，夏天出门可以当防晒衣， 空调比较冷 宝宝可以放 穿O 链接']"
31,30,85,30_室外温度_温度_省级有关单位_哪个正常,"['室外温度', '温度', '省级有关单位', '哪个正常', '且设置温度', '度及以下时方可开启空调等取暖设备', '气温达到', '得超过', '室温', '气温']","['，浙江省温州市机关事务管理局发布紧急通知，规定 底前市级单位 区气温  ℃以下方可开空调 浙江省能源局节能处工作人员称，冬季浙江省内能源供应保障压力非常大，省政府 行政机关将带头遵守，倡导节能，但居民', '近 ，浙江发布通知称，即 起至    ，省级有关单位 区域 气温达到 度及以下时方可开启空调等取暖设备，且设置温度 得超过 ℃  浙江做得好    用来“坐”   做事，太安逸 做  事情', '浙江 省级有关单位 区域 气温达到 度及以下时方可开启空调等取暖设备，且设置温度 得超过 ℃ 同时，省级各有关单位 餐厅 用餐时可开启空调等取暖设备，用餐结束后立即关闭，设置温度 超过 ℃ 为冬季开空调设定具体度数，对于有些单位来  好事，']"
32,31,83,31_二叔_北京_小小_上海,"['二叔', '北京', '小小', '上海', 'cmo', '觉得有无限', '还很小', '轻人们挤破脑袋', '精英', '没有公德心']","['去 和今  石上 深圳速度，石上速度 去  ， 还很小，大家 窝 一起，产品  多放 小小 货架柜 而且 没有空调，同事们 一边吃冰糕一边上班，每个深夜和凌晨，小小     流 汗工作  们 直播室很小很小，还 打很多灯对 照，每一次直播结束，衣服 全部湿透', '北京，每天有 万人 假装谈合作北京机会多，这  轻人们挤破脑袋，  往北京钻 根本原因 北京有很多牛人 话 ， 到北京，  知道自己官小 除 官，还有 全国各地 大咖 精英 怪才 参加一场高大上 会，与各种CEO COO CMO CXO，合个影 换个名片， 觉得有无限 可能，发', '北京，每天有 万人 假装谈合作北京机会多，这  轻人们挤破脑袋，  往北京钻 根本原因 北京有很多牛人 话 ， 到北京，  知道自己官小 除 官，还有 全国各地 大咖 精英 怪才 参加一场高大上 会，与各种CEO COO CMO CXO，合个影 换个名片， 觉得有无限 可能，发 朋友']"
33,32,82,32_流浪猫_猫咪_燕青_小猫,"['流浪猫', '猫咪', '燕青', '小猫', '物管大哥', '养猫', '一只猫', '小猫咪', '有一只大黄', '橘猫']","['燕青  终于知道为甚么  猫老 拉肚子   为什么？燕青 因为 每天 开空调给她   上班 开？ ？ 燕青      这么土豪   猫跟梁主任 猫一样待遇 ，上次梁主任中午 回去给他 猫开空调，  长毛猫 只 开风扇 燕青  梁主任 养猫？ 看 出来，   知道    ，', '咖啡馆等下课，遇到致力于喝空调管道水 猫咪   身边围绕 好多猫 玛莎十分猥琐及嘴碎，但 脾气超级好 完全 记仇，前世大概 条狗 柠檬身上有家 老二 所有大智若愚，看 云淡风轻，  个倔孩子 妈妈  小白，  闯荡江湖 老大哥 明明 纪最小，却如同 惑之  油腻中 男子', '\ue627重庆流浪动物领养 \ue627重庆喵星人领养 贼拉聪明喵 🍑 领养姓名 猫咪（听得懂自己 名字呢）性别 女 龄 一岁多绝育情 已绝育猫咪情况 单位养 一 多 流浪猫，冬夏 椅子上吹空调（已跟家猫无异），已做 绝育手术 贼拉聪明，时常感叹她 智商超群 生命力顽强 爱踩奶']"
34,33,81,33_北方_因为太冷_南方_北方人,"['北方', '因为太冷', '南方', '北方人', '南方人', '冬天', '朝南', '犯法', '南方冬天', '冻得哆嗦']","['暖被机，电褥子，小太阳，电暖气，极北 北方  用   ，家 暖气 ， 度，一点  冷， 西安，还好，  南方那种湿冷，渗进骨头 那种冷但 ，电褥子，小太阳，电暖气，空调家  备   很冷，但大家  怕冷只有 这大西北 人觉得冷', '空气能采暖\ue627空气能热泵  空气能采暖空气能采暖作为目前新型 取暖方式之一，目前 仅 北方“煤改电”取暖改造中作用大显，同时  南方 益增加 采暖需求中备受青睐 虽然空气能采暖有 使用成本低 节能 功能性丰富 舒适性高 低温运行范围广等优势，但  同地区', '北方 供暖 板房寒流来袭突然降温，一早起来没冷水，因为太冷 ， 空调遥控器用  ，因为太冷 ，电脑开机风机声音特别大，因为太冷 ，网路连 上，因为太冷 ，烧水壶失灵 ，因为太冷   这       号短短半小时内发生 事情']"
35,34,77,34_颈椎_久坐_注意_颈椎病,"['颈椎', '久坐', '注意', '颈椎病', '运动', '大家知道', '按摩', '人群', '肩颈', '白领']","['颈椎 分钟保健操 端坐，全身 动，单头部运动，分别做低头 抬头 左转 右转 前伸 后缩；顺 逆时针环绕动作 每次坚持 分钟，动作 轻缓 柔和 注意 有空调  内，稍冷时  披上外套保护颈背', '颈椎病 寒邪 致病 重 因素 .颈部暴露受寒，血管痉挛颈部和腰腹部 人体血脉通道 关键部位，最薄弱 区域，受寒后引起局部肌肉保护收缩，导致颈部张力增高，容易出现颈部力量失衡，颈部肌肉紧张痉挛，进而压迫到神经 血管，导致颈部疼痛 长期下来，颈椎 适自然  会接踵而至，表现为酸胀', '颈椎病 寒邪 致病 重 因素颈部暴露受寒，血管痉挛颈部和腰腹部 人体血脉通道 关键部位，最薄弱 区域，受寒后引起局部肌肉保护收缩，导致颈部张力增高，容易出现颈部力量失衡，颈部肌肉紧张痉挛，进而压迫到神经 血管，导致颈部疼痛 长期下来，颈椎 适自然  会接踵而至，表现为酸胀 隐痛']"
36,35,73,35_摸鱼_吹空调摸鱼_美式_好可怜,"['摸鱼', '吹空调摸鱼', '美式', '好可怜', '难过', '工资', 'ag超玩会', '来处理', '本天元鼎虾兵蟹将已经被炼丹一周', '杯子装']","['经历 一次肾上腺素飙升 会议，所有人 大口大口地呼吸，像缺氧 鱼把头探出水面挣扎     巴基斯坦帅哥最近总 长叹一声，悠悠地对   Life is diffi ult. 对面 澳大利亚大叔喜欢 人 受 度 空调，其他人觉得自己会被变成冻带鱼，大家面带微笑地抢 遥控器 大叔妥协 ， 送他', '，新 第一天上班，看到鱼缸飘  死鱼，很 难过，更憋屈  因为    加班 某些同事把空调关 冻死 ，因为养鱼空调 事情   下  十遍，可还 又一次发生，连续几天 难过，最终决定  再养鱼，全部送人， 把小鱼缸 送人 ，大鱼缸拿回家， 这样吧', '那   第一条小鱼  去 春天 夜市上 别 小鱼 颜色很亮，只有它蓝黑蓝黑  但 很喜欢 买回来之后，喂它摊主赠 鱼食 吃，喂它面包  吃，从 化缘化 点鱼食它还  吃   想，它真挑食    真怕它饿死  还请教 一下学妹怎么养斗鱼 然后 淘宝买 一堆东西 新鱼缸，']"
37,36,65,36_蚊子_有蚊子_again_被蚊子咬,"['蚊子', '有蚊子', 'again', '被蚊子咬', '驱蚊', '蚊子真', '蚊子又多', '有只蚊子', '天台', '奖励']","['驱蚊测评 .花露水 驱蚊效果二星，止痒效果，对于普通蚊子可以止痒，对于毒蚊子咬 包，止痒效果基本没有  .炉甘石洗剂 驱蚊效果 ，止痒效果一流 对于被毒蚊子咬 又红又肿又痒 包，效果很好，正常 星期 消   搽两天药 能消下去   驱蚊贴 这玩意刚到货，驱蚊 驱蚊还 太清楚，驱人', '空调坏 ，   蚊子 热死', '前半夜一直与蚊子 搏斗，蚊子一只没死过，后来没办法开空调来降温看看蚊子还敢 敢出来，好像好 一点点，蚊子 再来骚扰，后半夜一直 做梦，梦醒 一身冷汗，原来梦   车被偷走      上班呢，包包 偷走 ，第二天再换另一台车和再拿 包包去上班，坐下来没多久 又发现包包']"
38,37,63,37_男同事怕热_因为他穿_冷成这样_男生,"['男同事怕热', '因为他穿', '冷成这样', '男生', '关空调', '喊冷', '男同事', '怕冷', '一声', '羽绒服']","['换 新 之后一直觉得上班环境很差，最突出 体验  热，好热，从内烧到外，头发梢 逐渐焦掉 那种热 但 转头看看隔壁穿 毛衣和对面穿 冲锋衣 同事们， 禁对人类—-恒温动物这一属性产生 怀疑 为 解决  问题， 买  温度计，到货 那天 把它拆出来，眼睁睁 看 温度显示从 C', '想当 ， 们  姑娘们怕冷，男同事怕热，六运助挺身而出，为 调高空调 温度，和「大猪蹄子」们争得面红耳赤 （当然，后来他们屈服于六运助 yin   ，美貌之下，乖乖地调高 温度 ）空调降温一时爽，但若 使用 当，各种 适 会悄摸摸地找上门  ， 们 来聊聊开空调 正确', '\ue627齐司礼  很好奇齐司礼到底热 热，他出门上班，短袖衬衫 面还 穿内搭打底，而 恨 得穿点什么露背吊带之类 虽  有空调，但人总有 室外 时候， 这几天已经快被太阳晒蔫巴 ，有时候下雨，但雨  滚烫  岐舌拥有  冰块做 窝，齐司礼找 些灵器，给他摆  阵法，让冰']"
39,38,62,38_忙成狗_市容市貌_这狗_狗狗,"['忙成狗', '市容市貌', '这狗', '狗狗', '狗子', '狗公司', '小明', '破涕为笑', '小狗', '跑到']","['点醒 一次三点醒 一次狗狗还 没睡觉  知道他   冷 捣鼓空调空调热 又观察 一会他还 没睡觉然后 又睡   搜 搜给狗狗做衣服 教程太难 怕他过 回老家冷到五点才睡 然后 起晚 迟到 一口水 没喝还 先让他吃 饭上午坐  心 一直牵挂 他冷 冷饿 饿', '刚看到德牧壮壮 热搜好难过，眼泪止 住 流， 到狗狗，有太多感受 ， 其实被狗咬过很多次，大概两三岁时还被一只大狼狗吓到 ， 妈 魂 吓没 ，差点挂掉，可  怕狗，这十多 来还帮忙养过好几只没人养没人照顾 狗狗，它们有 有主人，但主人好像并 关心它们， 会把它们当朋友和家人，会陪', '中间 小黄狗叫豆豆，  之前从捕狗队手 找回来 那只，右边 小花狗 单位大院  叔叔 家养 ，一直 知道叫什么，但 从小脖子上戴个小铃铛，  叫他小叮叮，左边 趴耳朵小狗 豆豆 二胎，叫毛毛 那天   后面玩，被 发现拍 张像一家三口 照片 这“一家三口” 非常 聪明，']"
40,39,60,39_优秀_风水_上司_方位,"['优秀', '风水', '上司', '方位', '老板', '领导眼', '能给他做好', '而连待遇提升', '提拔没有自己', '无责任底薪']","['回想刚进入单位试用期 时候 自己， 出头，领导让接 工作没有推辞过，加班加点 能给他做好， 归自己管 活，能做 做 结果呢？提拔没有自己 算 ，毕竟  优秀 人，领导眼 只有会 话和半夜上班包天睡觉 优秀 工作人员；而连待遇提升 没有自己，领导 法  ，坐   面吹空调 比', '想想几 前刚进入单位试用期 时候 自己， 出头，领导让接 工作没有推辞过，加班加点 能给他做好， 归自己管 活，能做 做 结果呢？提拔没有自己 算 ，毕竟  优秀 人，领导眼 只有会 话和半夜上班包天睡觉 优秀 工作人员；而连待遇提升 没有自己，领导 法  ，坐   面吹空调', '前刚进入单位试用期 时候 自己， 出头，领导让接 工作没有推辞过，加班加点 能给他做好， 归自己管 活，能做 做 结果呢？提拔没有自己 算 ，毕竟  优秀 人，领导眼 只有会 话和半夜上班包天睡觉 优秀 工作人员；而连待遇提升 没有自己，领导 法  ，坐   面吹空调 比']"
41,40,59,40_她知道_事情给_会麻烦_过她,"['她知道', '事情给', '会麻烦', '过她', '一起住', '妈真', '和她吐槽', '让她', '计较', '还活']","['为 盯  省心 老大， 快忙飞起来 还硬挤时间把她从学校接到 写作业，下班为 送她回家 连晚饭 没顾上吃 去参加合唱排练 排到 点多回家看到 景象  老大 空调房抖音刷 鱼肠啃 ，一问晚饭嫌菜 好没吃，课文没背 没读，连洗完澡衣服 前后穿反，闷 头 劲刷抖音，整个一走火', '妈 如果她 计较 人，她完全可以 和赶 们出来 亲戚 话来往  表示  她 计较， 她太软弱  敢 别人面前发声  今 发现 妈真 谁 怕，她打牌遇到 公平 对待，她诉苦 好多次，但 叫她和当事人讨回钱时，她声音又弱回去 打牌时有牌友休息间隙出去吃东西时间较长，她大声 爽牌友', '和  一起住 四  朝夕相处 姑娘结婚 一起上课 逃课 吃饭 逛街  子好像  昨天 们 彼此少女心事 倾听者， 彼此 树洞 所有 知道怎么 和谁  事情 她   最好 陪伴者倾听者 她知道 暗恋 人很多 ，却没有结果； 见过她 前男友还有追她  靠谱学长和她一起 同一条路上，半']"
42,41,58,41_低碳生活_行动_绿色生活_使用,"['低碳生活', '行动', '绿色生活', '使用', '基因', '节约用电', '地球一小时', '而言', '保护环境', '低碳']","['\ue627C币 “低碳” 一种自然而然节约身边各种资源 习惯，但低碳并 意味  刻意节俭，只 能从生活 点点滴滴做到多节约  浪费，树立绿色价值观念，养成节约资源 保护环境 低碳生活 习惯  每位公民  保护环境 主体， 工作和生活中应做好标杆 当好表率，养成绿色  低碳生活 好习惯', '“助力双碳 节约用电”倡议书全市各机关企事业单位，亲爱 市民朋友们 受综合因素影响，近期东北地区电力供应面临巨大压力 自    起，辽宁开始实施有序用电 为保障电网安全稳定运行，有效应对今冬明春用电高峰时期可能出现 用电负荷缺口，引导全社会“节能低碳，绿色发展”，倡议全社会', '“助力双碳 节约用电”倡议书 - - 全市各机关企事业单位，亲爱 市民朋友们 受综合因素影响，近期东北地区电力供应面临巨大压力 自    起，辽宁开始实施有序用电 为保障电网安全稳定运行，有效应对今冬明春用电高峰时期可能出现 用电负荷缺口，引导全社会“节能低碳，绿色发展']"
43,42,57,42_怕热_有人怕冷_好怕冷_觉得冷,"['怕热', '有人怕冷', '好怕冷', '觉得冷', '怕冷', '夏天', '只有', '这种', '关掉', '晓得怎么有人能这么怕热又这么怕冷']","['有病吧 看看 大小和 内人数以及空调功率来考虑 吗这样怕冷 人舒服 那怕热 人呢 理解为什么开空调 温度方面总 照顾怕冷 人怕冷 人多穿点衣服  离风口那么近  好 ，怕热 人能脱几件 怕冷可以无限穿诶，怕热怎么无限', '一 四季     挨冻 冬天以及春秋天 时候，怕热 同事喜欢开 窗， 们这种怕冷 人 总能敏感 感觉有股冷风 知道从哪 来，冷到全身起鸡皮疙瘩 夏天 时候，那波怕热 人，喜欢把空调开到最低，怕冷星人   只能穿上毛衣，但腿脚却还 冷 很多时候 夏天    需 用小 加', '人 自然面前渺小到 值一提，往 只有  热十几天，温度超过 度 城市，今 从  底开始 没低于 度 看起来大家 生活仍 继续， 知道 否只有自己感觉到 适 有人怕冷，有人怕热，空调开   度，室内 比较舒适，这个标准自评为 有点怕热 正常人，应该可以吧？觉得空调冷， 否应该自己']"
44,43,56,43_头疼_头好痛_剪秋_空调吹得,"['头疼', '头好痛', '剪秋', '空调吹得', '一吹空调', '头痛', '空调吹', '本宫', '董峰', '头痛欲裂']","['董峰 防住风邪才能少生病￼▲ 董峰 中国中医科学院针灸医院主治医师 有个 国企当老板 病人，今 总 头痛，每次头疼起来  自己简直想撞墙 原来，他们单位刚搬 新  ，因为房子 新装修 ，味道特别大，必须开窗透气，所以，整个 楼 天天开 窗户，而他  地方正好后脑勺', '上班两个 ，老  岁，一吹空调 头疼，  疼，坐地铁 疼有点冷风 头疼', '换  第一天 空调吹 头疼']"
45,44,56,44_老鼠_啾啾_树上_闹老鼠,"['老鼠', '啾啾', '树上', '闹老鼠', '稀碎', '达哥', '吃东西', '一只', '空调外机', '抽屉']","['早上到“ ”发现有一只小可爱小鸟 小心误入 ， 俩把窗户打开赶 半天 没让它找到出口，没办法只好 们先去打水让它自己冷静冷静找找出口 等 们打水回来，一进门 开始“啾啾 啾啾” 唤它，唤一声 能听到它  “啾啾” 应和， 以为它没出去还 室内， 顺 声音去找它 这小可爱原来', '星期一早上，  主题 侦探大家当，老鼠🐭出现  调查，观察，侦查，破案，求助，抓捕   对于 ( ^o^ ) 老鼠感官一般，没有大家那么恐慌，只 把食品 收拾起来啦 下午小姑娘好开心，被  闷闷 乐扫 兴，还 好开心，还开导  笛子这样，让 好骄傲😊 晚上 加班回家晚，饭后散', '.被疯狂催材料 股室大哥 看见 给 打电话  紧张  有啥事 ？ . 闹老鼠 ，其实本来 隔壁股室先有 老鼠，然后沿 空调管洞爬到 们这  ，把  绿萝咬 ，妈 第一次见到癖好如此清奇 老鼠，生气，还刨根 .主任 什么  部长签字部长签字，她妈 部长又  天天  等']"
46,45,54,45_为什么_为什么这么热_好热_热死,"['为什么', '为什么这么热', '好热', '热死', '这么热', '为什么可以这么热', '开空调', '好热为什么', 'why', '空调这么热']","['救命 为什么这么热 为什么 空调开', '好热  为什么 开空调', '好热 为什么  开空调']"
47,46,53,46_种食物_缺少运动_整天昏沉_感觉没有味道,"['种食物', '缺少运动', '整天昏沉', '感觉没有味道', '身体湿气太重噢', '感觉很疲惫', '嘴巴会有异味', '打工人久坐', '没有精神', '吃什么']","['\ue627养生  湿气越吃越少 种食物🔥颜值飙升先祛湿🌚皮肤容易出油，暗沉，出现湿疹～🌚嘴巴会有异味，吃什么 感觉没有味道～🌚整天昏沉，没有精神，感觉很疲惫～可能 身体湿气太重噢‼️-打工人久坐 ，缺少运动，经常 空调房， 通风，体内湿气  意外，让湿', '湿气越吃越少 种食物🔥颜值飙升先祛湿🌚皮肤容易出油，暗沉，出现湿疹～🌚嘴巴会有异味，吃什么 感觉没有味道～🌚整天昏沉，没有精神，感觉很疲惫～可能 身体湿气太重噢‼️-打工人久坐 ，缺少运动，经常 空调房， 通风，体内湿气  意外，让湿气越吃越少', '湿气越吃越少 种食物🔥颜值飙升先祛湿🌚皮肤容易出油，暗沉，出现湿疹～🌚嘴巴会有异味，吃什么 感觉没有味道～🌚整天昏沉，没有精神，感觉很疲惫～可能 身体湿气太重噢‼️-打工人久坐 ，缺少运动，经常 空调房， 通风，体内湿气  意外，让湿气越吃越少  种食物，喜欢吃']"
48,47,53,47_好温暖_跳闸_好暖和_空调还,"['好温暖', '跳闸', '好暖和', '空调还', '明天自己把保暖设备', '裹被子上班', '热风快给', 'ptc取暖器分机械款', '热暖气', '没用怎么']","['💖TCL取暖器💰 . 打开，对 床头，比空调开得快，吹   热风， 省电， 上班族 很实用', '终于回到 有空调   比起 度高温室外拓展这种反人类活动 团建完后还 继续工作 显得幸福多', '昨天这一天过去，   血槽已空呀？所以 呢，   给 们介绍什么特别贵 东西  百元以内 ，性价比好物 ——PTC取暖器分机械款 触控款放  桌面，卧室暖脚， 可以   PTC陶瓷发热，发热均匀，即开即热  环保阻燃材质，塑料外壳隔热 烫手 倾倒即断电，还可以 小']"
49,48,53,48_睡觉_天冷_太冷_空调停,"['睡觉', '天冷', '太冷', '空调停', '空调冷到', '能睡', '持续这种睡觉方式', '敢睡觉怕感冒', '摇粒绒马甲盖', '掉落南极']","['天冷  开空调，上半身能吹到风还好，腿和脚还 冷，盖 加绒毛毯，关键 又干又闷，还得再开个加湿器 回家赶快洗漱好上床钻进被窝，玩手机嫌冻手，一手玩一手放被窝 暖，过一会儿换只手看视频 时候侧躺 找好位置把平板摆好，再把自己裹得只露个头 睡', '可能 因为前阵子习惯 穿短袖短裤开一整夜空调睡觉 最近天气开始变冷  还 持续这种睡觉方式（ 开空调会热 开 好像又会冷）昨天晚上空调开 定时之后 早上还 觉得有点冷 并且这种感觉成功蔓延到今 上班🌡️（ 可能 睡眠 太够） 一定 感冒但 流 一天鼻涕还 打喷嚏 并且  空调', '下雪 ， 过天亮 开始溶雪，特别冷 因为早睡而失眠，直到凌晨四点才睡 ，  气 只睡 三个小时 上午  写 个材料，冻手冻脚呀 空调加火箱一起，才能安心工作 下班时买 白菜苔和芫荽，感觉现 特别想买菜，  为 办 货，而 为 应对春节假期 雨雪冰冻天气，买 到菜和叫 到外']"
50,49,52,49_开工第一天_上班第一天_第一天上班_米奇大哭,"['开工第一天', '上班第一天', '第一天上班', '米奇大哭', '空调坏', '空调罢工', '罢工', '起来', '好冷', '空调喝醉']","['开工第一天 空调坏 吹 一早上冷风', '开工第一天， 空调坏 ，冷飕飕', '开工第一天，整个  空调 坏']"
51,50,52,50_太热_太热太闷_又热又干_居然还,"['太热', '太热太闷', '又热又干', '居然还', '太给力', '好热', '还开', '中暑', '空调太热', '关掉']","['空调 太热  感觉 中暑', '太热 太热  居然还 开空调', '太热 太热 ，  空调太猛']"
52,51,51,51_em_ecm_时代_星光s,"['em', 'ecm', '时代', '星光s', 'p和领克', '便捷', '小米', '新增', '领克', '包括']","['作为一名汽车爱好者， 对领克 EM-P和领克 EM-P OTA升级真 期待满满 🚗✨ 随 手车互联开放生态 加持，这 仅仅 一场技术革新，更  生活方式 全面升级 💡想象一下，坐 车 ，随 OTA升级，  车会 断学习和适应  需求，智能语音助手甚', 'ECM-W  ECM-W S ECM-S  索尼音频新品助力高品质录音索尼今 发布 三款令人期待 数字音频产品，为音频领域 发展带来 新 创新 这三款产品分别 领夹麦 ECM-W (一拖二) ECM-W S(一拖一)以及无线直播麦 ECM-S  这些新品中 ECM-W 和ECM-W S配备 高信噪比(S/N) 麦克风单元， 仅如此，它们', '最近体验 领克 EM-P和领克 EM-P OTA . . 升级，这次更新真 让 眼前一亮 ✨ 新增  余项功能让 感受到科技带来 便捷，尤其 iOS与安卓生态 互联打通，让  驾车时更加无缝衔接  手机应用 📱 现 ，无论 导航 音乐还 信息推送，  能更']"
53,52,51,52_幸福_终于开空调_开心_处理好,"['幸福', '终于开空调', '开心', '处理好', '活过来', '很棒', '空调看', '米奇比心', '能坐', '好暖和']","['下午去新单位填表，感觉环境真好单位电 掏钱，全 亮亮 大白灯～楼道   灯，    灯，空调暖气灰常暖，桌子椅子 很棒～四个桌子拼起来，  有三组，   小格格 ，很宽敞，敞亮 让人觉得很舒服， 和电视剧 那种一样～棒棒哒～小伙伴们 有空溜达和聊天，大家 挺好', '「活埋」本来 做心理quiz ，因为网络太差劲 ，只能看一部下好 电影 这部电影 创意剧本很好 只有 人  地点 一部手机 演完 整场电影（作为处子导演已经很好 ，毕竟同类型 还有荒岛余生， 小时那帮坐 空调  喝咖啡 家伙，他们公事公办 冷静语气 会因为电话那头 个被', '回望之  房子 装修稳步进行 ，从一开始，  给那个搞装修 实诚朋友 清楚   们现  租住 房子住 ，所以 保证装修质量 前提下，尽可能地早些完工 早些住进去 ，最起码 们  受那个新房子 采暖吧，展老弟  们这么多  相处 ，确实对 们 装修还 挺上心 ，这么 吧 那会儿']"
54,53,49,53_视频_冰雪奇缘雪宝_秒拍视频_气垫,"['视频', '冰雪奇缘雪宝', '秒拍视频', '气垫', '空调口', '上传', '已经开空调', '黑色空间', '空调停摆', '超强补水法']","['告别 干燥 气垫，告别和欧巴约会厚重 底妆，和 一起看个视频吧， 们 孔孝真欧尼代言 品牌，广告做   棒棒哒~ 超级搞笑又创意~ “孔晓振 干”- 魔力凝脂水润精华气垫粉底， 小美女们  抢 气垫  这个干燥 空气和压力大 工作，面对电脑 .', '空调制暖效果有点差  接下来 止秋裤 得羽绒服穿起来视频与嘎嘎抖人们共勉[冰雪奇缘雪宝][冰雪奇缘雪宝][冰雪奇缘雪宝] L大家  小仙女儿  视频', '- - 任务 身  跟小伙伴到x展厅拍摄剪辑视频； 这  第二次到现场 第一次 布局摆场，第一反应磁场 合适 黑色空间，没有通风，一台只有风扇功能没有雪种 老式空调  号 当天， 跟小伙伴大概盘好 顺序，现场除 皮家具，还有板式，打开柜门 吖噻～气味刺激 做工辣鸡 由于其他几位']"
55,54,47,54_用开空调_太阳_haba美白精华_此刻深刻感受到,"['用开空调', '太阳', 'haba美白精华', '此刻深刻感受到', '小行星', '晒但闷', '猛烈耀眼', '最西边顶层', '有人问脱妆怎么办', '有太阳打']","['加 HABA美白精华，上粉底会更伏贴，有人问脱妆怎么办？夏天出汗用定妆喷雾或补妆  \ue40d，坐  感觉 原来 补妆\ue412反正一天到晚 知道热，  出汗，七点多坐地铁 站，没有晒到太阳 到公司 ，下班七八点算 正常 ，已经看 到太阳 ，正常十一二点哪 来 太阳，只有灯光璀璨 吧♥，原来', '虽然 一 四季  防晒，但冬天 防晒压力真  用那么大，分这么几种情况  ⃣️如果 早出晚归，两头 见太阳，  没什么阳光， 擦防晒霜 没什么问题 ⃣️如果 早晚上班中午吃饭会晒那么十分钟太阳，戴上口罩帽子 足够 ，还能保暖 ⃣️真正需 考虑防晒霜 ， 至少 到 小时，十点到', '午后三点 清凉小宇宙   奕派 夏 午休手记入伏第七天，写字楼外 温度计正以肉眼可见 速度往 ℃上窜 外卖小哥 头盔 太阳下泛 白，楼下绿化带 香樟叶蔫头耷脑地卷 边——这样 天气 ，能 午休时寻个凉快地眯上半小时，简直 打工人 终极幸福   秘密基地藏 地下车库B 区 按下']"
