,Topic,Count,Name,Representation,Representative_Docs
15,14,186,14_春天_夏天_季节_味道,"['春天', '夏天', '季节', '味道', '天气', '天气真', '气息', '周五', '秋天', '早上']","['春天，别让“春困”困住  🌞春暖花开，万物复苏，可为啥一到春天， 们 容易困得 行呢？别担心，  来给大家支支招，赶走春困，拥抱活力满满 春天 一 调整作息早睡早起 冬天 作息模式可能还 “作祟”，试 把睡觉时间提前半小时，早上 别赖床，让身体适应新 节奏 比如，晚上 点', '这么好 春天 却 上班这么好 春天， 却 没有窗户   上 班', '*午后*一秒入冬 午后，公司外围， 和好友 暖暖 阳光，受温度影响失去感知 桂花，此时散发 令人心醉 幽香  们缓慢 漫步，轻盈 步子仿佛跨越 季节 交替，属于夏秋之交 景致缓缓 铺陈  们面前 夏天 时候， 总嫌弃它 炎热和漫长，可刚过完，又怀念它 明媚 ；还好，秋冬有 喜欢']"
16,15,178,15_事情_人生_生活_自己,"['事情', '人生', '生活', '自己', '工作', '游戏', '某个人而感到心情烦躁注意力无法集中', '因为某件事或者', '目标转移法如果', '算喜欢']","['倒 没怎么自 安慰但网上查  目标转移法如果  因为某件事或者 某个人而感到心情烦躁注意力无法集中   强迫自己 这时候最应该做  放松心情做一些打发时间同时 会耗费 脑力 事情 妨听听音乐看看电视只有   心情得到缓解和放松以后 才能够有精力去做自己', '感觉时间过得好快怎么一天又一天 历上 数字 跳到    二楼工作 时候经常会觉得白天好漫长长到 经常可以透过  窗户看到太阳移动 轨迹到三楼后 被动成为 游戏  np 无数琐碎 事情塞满   八小时时间太宝贵 请务必   无关紧  人和事上浪费生命make life', '感觉时间过得好快，怎么一天又一天， 历上 数字 跳到     二楼工作 时候经常会觉得白天好漫长，长到 经常可以透过  窗户看到太阳移动 轨迹 到三楼后 被动成为 游戏  np ，无数琐碎 事情塞满   八小时 时间太宝贵 ，请务必   无关紧  人和事上浪费生命，make life']"
17,16,176,16_姐姐_然后_时候_知道,"['姐姐', '然后', '时候', '知道', '好端端', '一句', '干活', '包包', '她还', '女儿']","['利用看病 时间和好友吃个工作餐她  环境太好 闷热   肯开窗户  小区 椅子上听歌吹风更舒服 能共融 跳出来给  肩膀 可以躺 这 睡 午觉 算没有肩膀来个枕头 可以树叶这么近小风这么舒服还有小鸟 怕人 蹦来蹦去深吸一口气', '老婆 人生有时候真有点命 意味她 老二上有姐姐下有弟弟 家 最 受重视 还  岳母肚子  时候被JHSY 人抓走 打掉   木匠岳父撬开大队  窗户逃走 但后来 因为罚款家 生活很 好四岁时曾经掉到池塘 好久才被捞上来昏迷半小时最后活过来 因为', '老婆 人生，有时候真有点命 意味 她 老二，上有姐姐，下有弟弟， 家 最 受重视  还  岳母肚子  时候，被JHSY 人抓走 打掉，   木匠岳父撬开大队  窗户逃走  但后来 因为罚款，家 生活很 好 四岁时，曾经掉到池塘 ，好久才被捞上来，昏迷半小时最后活过来  因为']"
18,17,169,17_设计_空间_室内设计_平方米,"['设计', '空间', '室内设计', '平方米', '建筑', 'ar', 'towers', 'studio', '家居', '世纪']","['建筑和设计实践 iguë为创意制作公司OBO设计 它们 新 位于巴黎Marais中心 复式建筑中受修道院冥想思想 启发 iguë选择 质朴经久耐用 材料包括实木橡木焦土和粗钢室内没有使用坚固 隔墙而 根据需  隐私程度用 同 透明度 玻璃隔断来划分房间这 有助于最大限度地利', '巴黎OBO创意制作公司 设计建筑和设计实践 iguë为创意制作公司OBO设计 它们 新 位于巴黎Marais中心 复式建筑中受修道院冥想思想 启发 iguë选择 质朴经久耐用 材料包括实木橡木焦土和粗钢室内没有使用坚固 隔墙而 根据需  隐私程度用 同 透明度 玻璃隔断', '设计秀  设计美学  设计  生活 巴黎OBO创意制作公司 设计建筑和设计实践 iguë为创意制作公司OBO设计 它们 新 位于巴黎Marais中心 复式建筑中受修道院冥想思想 启发 iguë选择 质朴经久耐用 材料包括实木橡木焦土和粗钢室内没有使用坚固 隔']"
19,18,169,18_医生_医院_病房_病人,"['医生', '医院', '病房', '病人', '谢谢', '大夫', '顾青湄', '医院走廊', '艾瑞克森', '住院']","['陪床 记倚 病房飘窗边打盹，半梦半醒中只听得门外嘈杂声起 细听 一对男女略带火药味 对话，女声 认得，  前找 术前谈话 管床妹子，男声嘶哑沉闷，那必定 这个科室 病人  正 陪床无聊，便竖起耳朵听 起来，数个来回，大概明白 ，男士 开始化疗，却拒绝 知情协议书上签字，提出种种', '梦参加活动？和好几个人一起  从 地方出去 到 医生    和她聊 一会 发现  关于妇科病 医生  又回到原来 地方 又从同 地方出去 但这次 选择另一边   关于妇科病医生   她们当时正 修窗户？还 灯泡？反正医生站 梯子上 她叫 等一下  没理她直接跑出去 发现这', '窗户外面  病房/医生  感觉真好']"
20,19,141,19_中午_午休_好睏_沙发上睡,"['中午', '午休', '好睏', '沙发上睡', '碎片', '上班以来摸鱼最久', '椅子上看', '沙发睡午觉上次', '窗外脑子', '一眼手机']","['早上 🐑手臂上自然醒 ，好像昨晚入睡前  这个姿势 小陈皮 还 床边 窝 睡觉 雨打 窗户滴答响，偶然一声雷响，天还 黑，好宁静 看 一眼手机，九点多 ，但 用上班 突然意识到明天还有一天假期 更幸福  想拿出 记本来记录 ，但 记本漏     这个氛围好适合睡觉，便关上手', '主播哥  平时这 没人   这个 沙发睡午觉上次 坐 这个椅子上 面对 窗户哭 很久激动平复激动发呆怀疑那天应该 上班以来摸鱼最久 一次心情平复   靠 椅子上看 窗外脑子 像走马灯一样 断 闪过画面 碎片 声音 碎片他连分手 没种当面 早', '主播哥  平时这 没人   这个 沙发睡午觉上次 坐 这个椅子上 面对 窗户哭 很久激动——平复——激动——发呆——怀疑那天应该 上班以来摸鱼最久 一次心情平复   靠 椅子上看 窗外脑子 像走马灯一样 断 闪过画面 碎片 声音 碎片“他连分手 没种当面 ”“早']"
21,20,137,20_下雪_秦彻_初雪_视频,"['下雪', '秦彻', '初雪', '视频', '大雪', '雪花', '雪人', '呜呜', '第一场雪', '一片']","['下雪 从 窗户看下去', '冬天 初雪❄️很应景快看 下雪', '成 下雪 下雪   小伙伴们 巴到窗户看激动哈']"
22,21,135,21_这么冷_被冻死_好冷好冷好冷_为什么这么冷,"['这么冷', '被冻死', '好冷好冷好冷', '为什么这么冷', '很冷', '怎么这么冷', '丰收', '朝北', '好冷', '冻死']","['好冷  对   有个窗子 打开  有风对  吹 好冷阿  试图关窗但 关 上  这么冷 好想吃海底捞', '朝北 加上 们这幢楼   每天早上开门后会有点霉味会儿所以每天 到 后会先打开窗吹一会儿  基本  会议室所以 窗一直没有关快下班 时候老板到   来找 觉得超级冷 对   终于知道 为什么身体 好 这么冷这绝对体寒  想告', '紫香教书 记搬到 新   从三楼搬到 二楼 但 二楼窗户漏风 非常冷 冷得像冰窖 昨天 们搬 家，组长 两盆小多肉放 窗台上   上班一看，一盆冻蔫 ，直接软趴趴 ，而另一盆 已经冻成多肉葡萄  一摸只有软软 一汪水  变成亮晶晶']"
23,22,128,22_钥匙_门锁_出门_想死,"['钥匙', '门锁', '出门', '想死', '单身青蛙', '忘带', '找钥匙', '小品', '翻窗户进屋', '三个人一下午']","['上午出门把钥匙放 窗户边上，结果下午回来发现窗户被 锁 ，还好老王 钥匙  ，又还好 同事有 钥匙 晚上洗衣服手机掉水 ，拿出来吹 会儿还继续正常看电视，后面快没电 去充电，然后 开  机  之前好几次掉水  没事，偏偏 遇上掉水 又被 看电视看到没电  明明', '想死 书接上回 到公司后想去看看公司给 安排 新宿舍 放完行李 出门  等 看完新宿舍发现没带旧宿舍钥匙 宿管 又没人 还好窗户没关 于 翻窗进去跟做贼一样拿到钥匙  翻窗 时候只觉得膝盖撞到  有点疼 等回宿舍坐下挽起裤子一看 一条长 CM 宽 .  m左右 一道口子 周围伴随 淤青 嘻嘻 想死', '想死 书接上回 到公司后想去看看公司给 安排 新宿舍 放完行李 出门  等 看完新宿舍发现没带旧宿舍钥匙 宿管 又没人 还好窗户没关 于 翻窗进去跟做贼一样拿到钥匙  翻窗 时候只觉得膝盖撞到  有点疼 等回宿舍坐下挽起裤子一看 一条长 CM 宽  m左右 一道口子 周围伴随 淤青 嘻嘻 想死']"
24,23,127,23_太热_热死_热到_这么热,"['太热', '热死', '热到', '这么热', '好热', '开窗户', '好热好热好热', '热吗', '中暑', '烧暖气']","['们 窗户朝西，一到夏天阳光 从巨大 落地窗直射进来，必须拉上窗帘才能工作 然太阳光晃眼睛，一拉窗帘窗户 没办法打开通风，这 导致 们屋又闷又热  行政部部长一问 们热 热， 们部长   热， 管私下多嫌热，但问   热  当时还蛮 理解 ， 心想这屋 这么热，为什么  让把', '太热 热 一天热得想吐 开窗 开空调  简直  火炉穿 短袖吹风扇还  热死', '热到  汗可以直接洗脸 ，热到 以为 发高烧 ，热到穿 吊带   盖被子，热到想裸奔，热到想把皮扒 ，热到 感受 到空调开 ，热到 想这栋楼 空调 坏掉，热到 想这层楼 人 睡  替 大叫，热到看自己 余额  会凉下来，热到 想把寝室 窗户打开让风吹进来，热到 想直接冲进辅导员办']"
25,24,116,24_桂花香_香味_桂花_好香,"['桂花香', '香味', '桂花', '好香', '桂花开', '桂花树', '打开窗户', '香迷糊', '香气', '窗外']","['干净 最美好 滤镜 昨  楼下摘 几枝桃花，放   窗台上，与花形成鲜明对比  巨脏 窗户，实 忍  ， 找保洁借 擦窗户 东西，把窗户擦干净 终于感觉神清气爽  左图 擦玻璃前，右图 擦玻璃后', '好香  把 窗户打开 能闻到樟树花 香味，太好闻 ， 爱樟树花', '楼下 桂花开 现 开窗 能闻到超好闻 桂花香']"
26,25,114,25_脆升升_鲜语_孙颖莎脆升升全球品牌代言人薯条_神鲜奶,"['脆升升', '鲜语', '孙颖莎脆升升全球品牌代言人薯条', '神鲜奶', '鲜语雷佳音又双叒叕多管鲜事', '全荔追鲜当然每', '闺闺', '太香', '好吃', '因为店']","['出 门后走廊窗户 风景 跟姐妹一起吃 烤鱼好久没吃烤鱼 超级香 新美甲 买 开心 白象 东北麻辣烫真 巨好吃回购 无数次  牛肉粉店看到  球  爱吃水煮蛋  由于减脂开始吃  看起来还 错 牛肉粉 因为店 人很多才进去 结果巨难吃巨难吃 好久', '.出 门后走廊窗户 风景 .跟姐妹一起吃 烤鱼，好久没吃烤鱼 超级香 .新美甲， . 买 开心 .白象 东北麻辣烫真 巨好吃 回购 无数次 . 牛肉粉店看到  球 . 爱吃水煮蛋  由于减脂开始吃  .看起来还 错 牛肉粉， 因为店 人很多才进去 ，结果，巨难吃 巨难吃  .好久', '全荔追鲜当然每 鲜语雷佳音又双叒叕多管鲜事 每 鲜语“神鲜奶”最近迷上 用每 鲜语做拿铁，清晨 阳光透过窗户洒 咖啡杯上，奶泡绵密得像 把云朵装进 杯 ☕️ 闺蜜来家 做客，喝 一口 惊呼""这牛奶 太香 吧""，立刻掏出手机下单 同款🥛 上周公司团建烧烤， 带 用鲜']"
27,26,111,26_小狗_狗狗_这个节奏_门口吹一天这样效果立竿见影goseaside,"['小狗', '狗狗', '这个节奏', '门口吹一天这样效果立竿见影goseaside', '子每每经过健身房', '看到挥汗如雨', '大冷天开一上午窗户通风', '气氛格格', '人和湖边奔跑', '们这栋楼']","['从 窗户远眺，经常能看到休闲 人们 街道上遛狗狗，和 们这栋楼 紧张 气氛格格 入，虽然只 隔 一道墙而已 曾经有一段时间特别羡慕有时间健身和遛狗 人，加班  子每每经过健身房 大楼， 看到挥汗如雨 跑步机上 人和湖边奔跑 狗狗们 如今从事这个行业 多 ， 习惯 这个节奏', '想  小狗想到发疯，感觉 差一点点  崩溃 ，只能忍 ，一直忍 ， 能再哭 ，今 把眼泪  流干 ，为什么 ，到底为什么 ，  倒霉蛋为什么  小狗 受苦 ，为什么人 工作 ，为什么  可以 管 顾 ， 真 好想现 立马飞到小狗身边，  小狗 全天下最乖巧可爱 小宝贝', '哈包丢脸   刚才想 勤劳一点，把  垃圾袋 扔出去，出 ，看到窗户外面有一只黑色 小狗🐕\u200d🦺，然后    门口，对 窗户，   小狗～小狗 过来呀～小狗～嘬，哈忽然听到隔壁 有人 话，结果发现 校长 还没关门（ 们 和校长']"
28,27,101,27_开花_花苞_绿植_枯萎,"['开花', '花苞', '绿植', '枯萎', '土壤', '叶子', '营养土倒入盒中', '一善四叶草', '种植方法种植方法', '铺入种子']","['自从儿子上 初二  天天困 睁 开眼，昨天晕晕乎乎 剪  花枝，打算拿到 水培，结果剪下来发现花枝上长满 花苞  养 十  花，之前 没开过花，前段时间 阳台上放 快被猫猫折腾死 ，  把它放 窗户外面 台子上，风吹 晒雨淋 ，没寻思它活 比 室内还舒坦，竟然 开花 ，可惜', '每 一善四叶草 种植方法种植方法🌱  . 将 % 营养土倒入盒中 . 用水浇灌营养土，充分湿润营养土 . 铺入种子，并用 %营养土覆盖种子 . 罩上保鲜膜，并扎几个孔，用于透气每 成长记录🌱  . 第二天 可以看到小小 芽儿冒出土壤，立刻丢掉保鲜膜，移到有阳光 地方充分沐浴 . 第', '张元英 ｜每 一善四叶草 种植方法种植方法🌱  . 将 % 营养土倒入盒中 . 用水浇灌营养土，充分湿润营养土 . 铺入种子，并用 %营养土覆盖种子 . 罩上保鲜膜，并扎几个孔，用于透气每 成长记录🌱  . 第二天 可以看到小小 芽儿冒出土壤，立刻丢掉保鲜膜，移到有阳光 地方充']"
29,28,100,28_开空调_算完_们热_妇女,"['开空调', '算完', '们热', '妇女', '家电', '开窗', '闷死', '空调她', '空调', '姐姐']","['下小雨，路上开车超过 同  同事，她骑 自行车披 雨披，同往常一样 到   想 ， 她会 会同往常一样，把窗户 把手提上去，把雨披挂 上面，这样窗户 会打开一条缝，现 可 同于夏天，外面温度很低  她一进门， 便 动声色 注意她 一举一动，果 出所料，她走向 窗', '白衣女子吹  空调，  几句黑衣女子 两人 这么吵起来 ，被打 挺严重 每天杂记网友  们 一大姐冬天关空调开窗户，屋 两排空调口，她头顶有 吹 ，嫌燥 开窗户，这 算完，路过门口 还 把空调关上，关头顶一列  算完，还 把那一列 关上 大家 屋 坐  得羽绒服穿', '这个 算冷 晚上  暖贴把  肚皮烫出 两个水泡 止两个 没记错 话 她 个概数痒痒  噢   知情 把她们挠破 现 开始荼毒  后背 她换 位置爬起来去找 创可贴 贴磨 龇牙咧嘴 疼贴 蛰 面目狰狞 嚎白天撞窗户 头 理解 神奇 夜晚隔壁 马桶声让 想去砸']"
30,29,92,29_窗户跳下去_好想从_窗户_想从,"['窗户跳下去', '好想从', '窗户', '想从', '开窗脑子混沌', '立柱上', '窗户大对流', '开口很小', '开个', '窗户为什么只能固定老大']","['好想从   窗户跳下去', '信 信 现  从 窗户跳下去', '又开始写 终总结，好想  玩根绳，一头使用打死结 方式系到 立柱上，一头打个活扣套 自己脖子上，打开窗户以 快 加速度笨拙 爬上窗台，中途可能还会崴两次脚，观察下楼下 停车情况找个没车角度一跃而下']"
